STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Senegal,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.290054586,0.296063,0.296063,0.296063,0.296063,0.26519051,0.271527,0.271527,0.271527,0.271527,0.252716276,0.25926,0.25926,0.25926,0.25926,0.285899822,0.287578389,0.287267272,0.286919831,0.310900905,0.315592802,0.322964962,0.323381031,0.32171752,0.332429226,0.339886561,0.369653238,0.396565128,0.406725899,0.493947416,0.574,0.61,0.711,0.761,0.836,0.927,1.05,1.25,1.47,1.7,2.07,2.32,2.15,2.13,2.23,2.37,2.46,2.29,1.97,2.26,2.71,2.67,2.55,2.51,2.2,2.06,1.9,1.88,1.9,1.27,1.36,1.52,1.68,2.21,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAC,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,"Macao SAR, China",Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.301591964,1.37314,1.37314,1.37314,1.37314,,1.37314,1.37314,1.37314,1.37314,,1.37314,1.37314,1.37314,1.37314,,,,,,,,6.215620276,6.65231941,10.02057189,13.21724018,15.89062777,17.84527658,20.14959412,23.36839234,26.5,29.4,32.4,35.3,37.2,38.4,39.7,40.9,41.1,41.5,40.4,39.6,38.6,37.2,36.1,35.2,34.7,34.1,32.8,31.0,29.9,28.9,27.7,26.5,25.2,23.5,22.4,21.3,18.7,16.4,16.1,14.3,13.1,12.2,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KEN,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Kenya,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,0.297328103,0.293804,0.293804,0.293804,0.293804,0.339925921,0.34509,0.34509,0.34509,0.34509,0.388224122,0.404190305,0.428061459,0.432810825,0.446205252,0.456535701,0.477780183,0.505987684,0.529622881,0.565770833,0.608472241,0.64209998,0.658482813,0.702687241,0.727601543,0.765,0.846,0.851,0.855,0.884,0.964,0.976,0.967,0.998,0.975,0.952,0.978,0.985,0.976,0.862,0.801,0.795,1.22,1.65,1.64,0.915,0.663,0.573,0.454,0.391,0.182,0.151,0.142,0.131,0.137,0.128,0.115,0.116,0.123,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,THA,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Thailand,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.139672072,0.13559,0.13559,0.13559,0.13559,0.174529828,0.16969,0.16969,0.16969,0.16969,0.265424458,0.257561,0.257561,0.257561,0.257561,0.535341446,0.565873826,0.609189633,0.675695496,0.741732183,0.800214195,0.818023009,0.910517619,0.951768281,1.046585991,1.238262166,1.550018515,1.718056538,1.883268726,2.131680132,2.42,2.79,3.17,3.86,4.72,5.89,6.94,7.95,8.19,8.37,8.87,9.5,10.2,10.2,10.4,10.7,10.6,10.5,10.9,10.6,9.97,9.65,9.18,8.67,8.1,7.53,6.64,14.0,8.49,7.57,6.98,6.46,6.09,5.7,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDG,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Madagascar,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,0.164346981,0.164667,0.164667,0.164667,0.164667,0.188260072,0.190076,0.190076,0.190076,0.190076,,0.189813024,0.184255502,,0.212832341,0.213451656,0.209616055,0.205268932,0.201692223,0.211053062,0.21583364,0.221534301,0.229557576,0.227540666,0.240536013,0.262,0.292,0.286,0.264,0.247,0.264,0.272,0.288,0.305,0.314,0.333,0.343,0.339,0.33,0.315,0.482,0.658,0.659,0.788,0.864,0.64,0.606,0.61,0.605,0.6,0.585,0.569,0.257,0.251,0.261,0.171,0.121,0.129,0.0109,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Sri Lanka,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.232750388,0.230615,0.230615,0.230615,0.230615,0.251014388,0.249307,0.249307,0.249307,0.249307,0.299464781,0.297139,0.297139,0.297139,0.297139,0.311061933,0.313080286,0.315169405,0.317034917,0.322879771,0.362696006,0.43432697,0.45587231,0.469395359,0.508865038,0.544892855,0.564193089,0.588216489,0.617161257,0.620832432,0.742,0.764,0.809,0.927,1.05,1.16,1.42,1.87,2.82,3.53,3.98,4.22,4.46,4.71,4.93,6.15,9.26,13.4,16.7,16.6,17.1,17.2,16.3,12.7,12.6,15.1,11.3,11.8,11.1,10.2,11.6,12.6,11.3,7.43,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Nepal,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,0.050985452,0.054108227,0.059104782,0.061119891,0.066935441,0.073074853,0.080151326,0.087415988,0.098538505,0.108461224,0.117960812,0.144952374,0.165904516,0.202983375,0.237434407,0.294,0.324,0.334,0.343,0.348,0.376,0.495,0.603,0.88,1.05,1.09,1.19,1.29,1.45,1.61,1.84,2.3,2.62,2.98,2.99,3.08,3.08,3.02,3.01,3.03,3.04,3.07,3.07,2.85,2.68,2.51,2.46,2.5,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COG,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,"Congo, Rep.",Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,0.323004906,0.337548,0.337548,0.337548,0.337548,0.350754372,0.369286,0.369286,0.369286,0.369286,0.34462917,0.378223365,0.382022775,0.396976432,0.430204818,0.464232453,0.474836144,0.468865902,0.489023234,0.487126444,0.492544441,0.484878319,0.498251437,0.666123472,0.679896653,0.666,0.69,0.711,0.739,0.769,0.779,0.778,0.762,0.745,0.725,0.698,0.672,0.657,0.203,0.388,0.43,0.358,0.337,0.22,0.271,0.3,0.308,0.315,0.323,0.328,0.333,0.326,0.318,,0.303,0.296,,0.292,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.6970980359814066,0.6963619111711175,0.6965372655805626,0.6967087247466554,0.696946244365295,,0.7619830536434993,0.7624337945084924,0.7629074999683008,0.7633438609253431,0.8620838549707072,0.8514355896557653,0.8517883847270847,0.8521432122295269,0.8524981785689278,1.2336451406211622,1.3436183190509043,1.3893642116585498,1.435809570434622,1.4853140480284983,1.7569834775556208,1.691906162388677,1.9251639488463221,2.047149304843614,2.166027246167266,2.435045462372969,2.644580717640787,2.8125671038928437,2.9598750784502084,3.1189286180631557,3.310263055311767,3.511304618719856,3.8966377930883294,4.303108224206791,4.773478208137616,5.299753030295526,5.829250871017969,6.36044845591299,6.991372893721359,7.699299991646636,8.398867603983842,9.272834600368581,10.537235112844138,11.75142657933033,12.343048589659038,13.915655068670414,14.778337145451356,15.561586998728714,15.870321763678334,15.739072382903476,15.556946567551634,15.565828953191083,15.433137986199867,14.790373624685657,13.982854308813296,13.7,13.9,14.0,13.9,13.7,8.8,8.8,8.7,9.0,9.2
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SGP,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Singapore,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.317999299,2.27251,2.27251,2.27251,2.27251,3.137504024,3.10881,3.10881,3.10881,3.10881,5.162549774,5.13651,5.13651,5.13651,5.13651,9.424280771,11.81567471,14.82859444,17.8799957,20.35438458,22.35162736,24.04828117,25.64650316,27.04254918,28.94656622,29.97504834,30.59841941,31.48078936,32.5887067,33.88245143,34.7,35.1,36.2,37.5,39.0,40.4,42.6,44.4,45.6,47.3,48.2,47.3,46.5,45.7,44.5,43.2,42.1,40.5,39.0,38.9,39.3,38.9,37.5,36.5,36.6,36.5,35.8,35.5,35.5,33.7,33.6,34.3,35.1,33.0,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Denmark,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18.20245947,18.2049,18.2049,18.2049,18.2049,21.67350631,21.6547,21.6547,21.6547,21.6547,25.37095538,25.3284,25.3284,25.3284,25.3284,33.74046746,36.13555873,38.36055367,40.22650535,42.09957069,43.42641499,44.63901856,45.86947795,46.89869821,48.15156813,49.67896955,51.34169856,52.94709959,54.46121199,55.47159778,56.6,57.2,58.1,59.0,60.0,61.0,61.8,63.2,65.9,68.4,71.8,72.1,68.8,67.0,64.6,61.8,57.0,51.7,54.2,50.2,47.1,44.5,41.1,37.3,33.2,26.7,24.4,19.1,19.4,17.3,12.6,12.4,12.0,12.7,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,South Africa,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.934598356,3.80128,3.80128,3.80128,3.80128,3.934916174,3.8948,3.8948,3.8948,3.8948,4.095079887,4.15047,4.15047,4.15047,4.15047,4.484450362,4.641186089,4.816205155,5.002962233,5.25490213,5.539047587,5.916170979,6.242647051,6.501821926,6.570268143,6.807618436,7.261574787,7.388256588,7.664425487,7.965962845,8.14,8.24,8.15,8.3,8.58,8.99,9.44,10.2,11.0,11.8,10.5,10.4,10.2,10.1,10.0,9.89,9.78,9.66,9.54,9.41,9.29,9.16,9.01,7.09,6.56,7.28,7.9,8.35,5.71,3.4,3.47,2.39,2.1,2.14,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Bangladesh,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,0.066625349,0.070058,0.070058,0.070058,0.070058,0.080320914,0.089028448,0.097264079,0.107489856,0.108658295,0.11318988,0.117230796,0.121957642,0.125849194,0.129471305,0.157775554,0.166782424,0.173549165,0.182200921,0.183042497,0.195,0.195,0.201,0.208,0.218,0.234,0.253,0.289,0.318,0.328,0.365,0.413,0.436,0.526,0.581,0.739,0.775,0.802,0.899,0.818,0.842,0.637,0.62,0.691,0.617,0.542,0.476,0.436,0.887,0.879,0.836,0.174,0.17,0.176,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UKR,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Ukraine,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.812797827,2.8128,2.8128,2.8128,2.8128,3.534979227,3.53498,3.53498,3.53498,3.53498,4.459852314,4.45985,4.45985,4.45985,4.45985,5.742531115,6.117897264,6.492069886,6.864958572,7.235998077,7.604743535,7.9714574,8.535238197,9.115873211,9.654996436,10.21194138,10.76767872,11.32344855,12.14073159,12.99832925,13.7,14.3,14.7,15.2,15.8,16.3,18.3,18.7,19.5,20.4,21.3,22.0,22.6,23.3,25.7,24.9,26.6,27.8,28.5,28.3,28.3,27.8,26.9,26.2,24.7,21.3,19.8,16.9,14.4,9.96,7.94,5.51,4.24,3.5,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HTI,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Haiti,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,0.347210407,0.408324095,0.433496689,0.457521423,0.496354278,0.533325218,0.568500552,0.601959982,0.622037124,0.657,0.643,0.631,0.618,0.674,0.793,0.778,0.764,0.812,0.859,0.873,0.946,1.51,1.6,1.57,1.6,1.63,1.16,1.13,1.1,0.51,0.504,0.497,0.401,0.395,0.0541,0.0533,0.0547,0.054,0.0536,0.0534,0.0527,0.0118,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MWI,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Malawi,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.09665622,0.0956288,0.0956288,0.0956288,0.0956288,0.095375604,0.0943291,0.0943291,0.0943291,0.0943291,0.129725775,0.127557,0.127557,0.127557,0.127557,0.164742649,0.175424854,0.191153787,0.203001992,0.218339597,0.232234611,0.2367831,0.242396174,0.242267385,0.248439774,0.260403894,0.268375294,0.270805436,0.269566994,0.282946048,0.279,0.29,0.304,0.319,0.325,0.338,0.343,0.348,0.346,0.376,0.41,0.471,0.615,0.698,0.744,0.8,0.985,1.29,0.797,0.773,1.03,1.14,1.45,0.208,0.114,0.0846,0.064,0.0961,0.0809,0.0689,0.0638,0.0619,0.046,0.0228,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HRV,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Croatia,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2.938140131,2.98435,2.98435,2.98435,2.98435,4.782256649,5.327469464,5.780214952,6.524911061,7.120253131,7.734804741,8.418403139,9.368277785,10.52212909,11.30567574,12.0749689,12.83993734,13.60835404,14.48096809,15.46770309,17.0,18.5,20.0,21.7,25.8,27.9,30.4,33.0,35.0,37.2,39.8,41.4,42.4,43.5,43.8,43.6,42.4,42.8,43.5,43.1,43.4,43.2,40.9,39.3,37.2,35.3,34.7,34.4,33.7,33.5,32.9,32.3,31.6,30.9,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Mexico,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.933190379,0.896037,0.896037,0.896037,0.896037,1.158093744,1.12172,1.12172,1.12172,1.12172,1.707710979,1.66777,1.66777,1.66777,1.66777,2.801919012,3.059214564,3.339864016,3.609558213,3.875708867,3.987481845,4.252089757,4.410389021,4.598216906,4.762516639,4.947686322,5.115382659,5.315918414,5.561318215,6.041305711,6.47,7.14,7.85,8.69,9.51,9.69,9.55,9.84,10.4,11.3,12.5,13.8,14.7,15.9,17.3,18.4,18.5,18.4,18.6,17.4,17.5,17.4,17.6,15.7,15.5,16.7,17.0,16.8,17.4,18.0,19.3,19.6,20.6,19.8,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMY,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Low & middle income,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,0.7401414994021961,0.7886830373842789,0.8456846925014379,0.9086370218906002,0.9641699493162311,1.0330018103820982,1.0718810755082373,1.116892578673833,1.181413182562909,1.2527387800805578,1.3316930102809839,1.4123178570664219,1.497592521408855,1.6126624810388959,1.7269130937299733,1.8570487596884253,2.0160235275001184,2.2403381751060434,2.546860561139953,2.975773106522745,3.484527286237456,4.052368727712246,4.636893689181837,5.269594338836787,6.03244950084628,7.1214967996955805,8.183761448717272,9.016415185844151,10.063485318130436,11.362894486168726,12.277868052376862,12.406093219390295,12.42167388377669,12.147696217653925,11.580077891285333,11.077924317674425,10.62146032338901,10.308174305738248,9.687545163559475,9.034533239616856,8.30567120277871,7.7603089747055245,7.511334857795827,7.3746735408807265,6.972836330906081,6.727885398921526,6.656123687360161,6.8133940800839525,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MMR,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Myanmar,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.0528344,0.0527949,0.0527949,0.0527949,0.0527949,0.072467116,0.0725493,0.0725493,0.0725493,0.0725493,0.07586833,0.0759102,0.0759102,0.0759102,0.0759102,0.083706067,0.083706687,0.083981422,0.08450984,0.08591856,,,0.112254166,0.11933629,0.118916462,0.12882507,0.157943317,0.171526448,0.17162328,0.169706219,0.176,0.213,0.242,0.283,0.327,0.37,0.414,0.488,0.518,0.556,0.599,0.645,0.74,0.778,0.903,1.06,1.2,0.964,1.04,0.913,1.01,1.06,1.05,1.06,1.04,1.01,0.999,1.07,0.996,0.993,0.988,0.978,0.996,1.09,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRL,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Ireland,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.935338432,3.96307,3.96307,3.96307,3.96307,5.784600412,5.8435,5.8435,5.8435,5.8435,7.965585945,8.0456,8.0456,8.0456,8.0456,10.4499164,11.13622915,11.85991049,12.46380731,13.00755572,14.24196059,15.65042555,16.79410016,17.66415589,19.17159062,20.05266177,21.35595775,22.65998805,24.09004497,26.29679667,28.0,29.7,31.3,32.7,34.5,36.3,38.2,42.4,44.0,46.3,48.2,48.1,50.3,49.0,49.6,49.4,51.0,51.4,49.5,47.0,45.6,44.7,43.6,44.0,43.4,41.1,40.3,38.9,37.5,35.8,33.7,25.7,23.9,22.6,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Czechia,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,11.25848094,11.47736235,11.71250689,11.95668414,12.32422595,12.63506928,12.93233198,13.39774699,13.94896682,14.51331463,15.11454806,15.8,16.6,17.6,19.1,21.1,23.7,27.4,31.9,36.4,37.1,37.8,37.7,35.9,35.4,33.4,31.3,28.0,23.2,23.9,24.2,22.6,21.0,20.2,19.0,19.0,18.1,16.7,15.6,14.3,14.2,12.7,12.4,11.6,11.1,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MRT,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Mauritania,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,0.053466501,0.0523204,0.0523204,0.0523204,0.0523204,0.102039563,0.114340744,0.160280426,0.180547565,0.204234466,0.216102274,0.215894056,0.219666502,0.225590901,0.222684182,0.22636885,0.228586175,0.232835537,0.237007483,0.232169163,0.301,0.318,0.323,0.345,0.375,0.4,0.433,0.541,0.607,0.65,0.726,0.928,1.15,1.36,1.36,1.4,1.16,1.3,2.4,2.27,2.11,2.06,1.8,1.45,1.34,1.29,1.3,1.36,1.38,1.38,1.35,1.23,0.974,,
