STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OED,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,OECD members,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.041680747449618,10.87563668278859,10.877087370362759,10.874632830309851,10.86896007230196,12.832682629362042,12.63809632127169,12.6163984086281,12.59276362980246,12.567419172077795,16.32263762876653,16.08829122026852,16.052929860941262,16.017456346166842,15.982924929808773,21.152486382784037,22.12260879733465,23.15742737525849,24.283364037714,25.20629593676944,26.250626471000107,27.951976736551973,28.740662885740957,29.61656341667561,30.5014780168469,31.441004374529694,32.31843031846398,33.4621152386516,34.7470504210453,36.08834095231965,37.53742153749764,38.6688167394258,39.780885765232334,40.966130390912426,42.26710529372674,43.65118653748431,45.05965449827987,46.597974346211096,47.37674479825915,49.10341668991028,49.83965863066862,49.618539117400026,49.22759290797532,48.282285526060065,47.40011166272708,46.52010314493509,45.31395358163637,43.25570507723619,42.816911425056155,43.96171372136671,43.08813063828066,41.85048052100873,40.71062223548132,39.65030195073613,38.55653642476833,37.65157937937047,36.86395156724708,35.80637014730239,34.59331145170149,33.34979720619021,32.72952671807864,32.22134419686435,31.3469217327473,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRQ,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Iraq,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,0.937689704,0.927608,0.927608,0.927608,0.927608,,,,,,1.831050038,1.954893846,2.073587186,2.18365367,2.536250168,2.983396573,3.467874263,4.060514692,3.990081794,3.869838138,4.05,3.77,3.9,3.54,3.22,3.07,2.98,2.93,2.84,2.86,2.76,2.68,4.34,4.41,3.75,3.93,4.36,4.81,3.74,5.49,5.54,5.58,5.56,5.39,5.33,5.32,5.28,8.23,6.72,6.94,6.41,5.9,5.43,4.39,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NZL,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,New Zealand,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.55322866,22.6349,22.6349,22.6349,22.6349,27.10062024,27.221,27.221,27.221,27.221,29.77982054,29.8398,29.8398,29.8398,29.8398,31.885736,33.72952083,34.08604554,34.74526771,35.09073396,36.11033793,37.12168048,37.59670103,38.06319408,38.75782226,39.62303984,40.46005831,41.52207186,42.40045694,43.31452071,43.2,42.9,43.4,44.6,45.8,46.8,46.3,47.0,47.5,47.8,47.5,46.8,44.7,44.7,44.1,41.8,42.1,41.4,41.1,43.4,43.2,42.9,42.6,41.5,40.9,40.1,37.3,37.2,21.9,19.4,16.6,17.8,14.8,12.8,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AGO,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Angola,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.124430766,0.122201,0.122201,0.122201,0.122201,0.17431983,0.173293,0.173293,0.173293,0.173293,0.215599449,0.220699,0.220699,0.220699,0.220699,0.255946745,0.261463812,0.266244438,0.321684494,0.372985042,0.432170483,0.425188983,0.550789793,0.4946799,0.47828473,0.474895195,0.465421298,0.579761264,0.58768962,0.585690036,0.602,0.599,0.394,0.416,0.4,0.385,0.371,0.425,0.429,0.429,0.401,0.459,0.463,0.474,0.507,0.502,0.49,0.454,0.53,1.35,1.21,0.659,0.828,0.821,1.06,1.01,1.04,0.533,0.549,0.385,0.356,0.348,0.264,0.236,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNB,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Guinea-Bissau,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.056234795,0.0527481,0.0527481,0.0527481,0.0527481,,0.0527481,0.0527481,0.0527481,0.0527481,,0.0527481,0.0527481,0.0527481,0.0527481,,,,,,,0.220129545,0.365698846,0.442460631,0.557429955,0.611051364,0.601670237,0.592411957,0.583195487,0.594841162,0.612,0.621,0.627,0.63,0.635,0.657,0.693,0.655,0.68,0.504,0.901,0.785,0.868,0.801,0.72,0.696,0.479,0.315,0.312,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LUX,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Luxembourg,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11.61353161,11.598,11.598,11.598,11.598,17.88995555,17.8701,17.8701,17.8701,17.8701,24.1644123,24.1412,24.1412,24.1412,24.1412,30.25453394,31.1895001,32.65729933,33.78855565,34.99278102,36.19608458,37.03978072,38.02750534,38.89393608,40.20832194,41.34762843,42.67376484,43.63580424,44.76290195,46.78696588,48.1,49.6,52.6,54.1,55.4,56.2,60.0,61.0,60.1,58.5,57.1,58.1,55.7,54.2,53.5,52.5,52.5,51.7,53.3,52.9,53.7,53.8,50.2,49.2,48.7,48.6,47.4,46.2,45.0,43.1,42.5,41.6,39.8,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TTO,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Trinidad and Tobago,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,2.391051007,2.43491,2.43491,2.43491,2.43491,3.549434214,3.71287,3.71287,3.71287,3.71287,3.870905308,3.952435899,4.006127432,4.013062561,3.937211749,3.827984523,3.951360599,4.042639611,5.662471516,6.983178687,9.841346575,11.65919909,12.89934889,12.94437798,12.59407265,13.2,13.8,14.2,15.0,15.8,16.2,16.9,18.6,20.2,21.2,24.0,23.5,23.9,23.8,24.0,23.8,24.0,22.5,22.9,22.0,21.2,20.9,20.4,20.6,20.3,19.0,18.9,17.8,21.7,23.1,21.9,23.0,21.8,20.7,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCA,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,St. Lucia,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2.037055,2.01894,2.01894,2.01894,2.01894,3.228786425,3.262182488,3.379988733,3.577604198,3.85056461,3.946297469,4.035251961,3.924909267,3.892868265,5.097033493,5.697885515,6.090052667,6.508261442,7.873936247,8.914472045,12.3,12.3,14.3,16.9,17.1,20.6,22.5,24.2,26.1,28.4,30.8,31.2,31.6,30.1,25.6,23.6,23.6,23.7,24.3,22.7,21.9,20.9,21.3,19.3,18.9,19.9,20.2,19.9,20.6,8.89,8.38,18.0,17.1,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NCL,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,New Caledonia,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.946969324,3.06703,3.06703,3.06703,3.06703,3.269904223,3.39912,3.39912,3.39912,3.39912,4.234920978,4.46242,4.46242,4.46242,4.46242,6.515325656,6.611076752,7.463207087,7.847888643,8.27509238,8.909884992,9.458955721,10.21932393,10.85002693,11.48926669,11.70304692,12.47688839,13.19743458,14.13668173,15.38670332,16.1,17.4,18.9,20.3,21.3,21.8,22.2,22.7,23.0,23.2,22.9,22.3,22.4,21.9,22.1,22.6,23.3,24.0,24.8,26.2,27.6,28.6,29.5,30.7,31.5,27.4,,,,16.2,16.2,16.1,16.2,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GMB,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,"Gambia, The",Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,0.169968708,0.19247,0.19247,0.19247,0.19247,0.187240417,0.213174,0.213174,0.213174,0.213174,0.239839846,0.253207025,0.260762593,0.267469471,0.284828563,0.299198704,0.309620029,0.299373139,0.28910344,0.293405173,0.292070405,0.33746541,0.443764246,0.538592914,0.570152801,0.585,0.912,1.22,1.37,1.49,1.52,1.64,1.85,1.86,2.06,2.29,2.34,2.5,2.66,2.65,2.64,2.7,2.76,2.69,2.59,2.53,2.54,3.14,3.05,2.58,2.02,1.66,1.37,1.83,2.44,2.38,2.33,2.39,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CMR,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Cameroon,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,0.175588317,0.17805936,0.180996752,0.189086141,0.201082663,0.201927442,0.20731567,0.23561438,0.271473763,0.295680633,0.304571873,0.320388833,0.335444911,0.334585768,0.346895391,0.355,0.359,0.455,0.463,0.458,0.502,0.526,0.546,0.664,0.651,0.637,0.694,0.705,0.603,0.599,0.588,0.745,1.05,1.37,2.28,2.74,3.31,3.54,3.73,5.24,4.61,4.48,3.67,3.64,3.36,3.68,3.22,3.24,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,United Kingdom,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,9.586430867,9.61799,9.61799,9.61799,9.61799,12.04877819,12.0463,12.0463,12.0463,12.0463,16.55520668,16.5781,16.5781,16.5781,16.5781,23.51295991,24.81194113,26.79356897,29.08566256,30.79348188,32.24247105,33.33046906,34.08495069,35.1689081,36.32072569,37.38323037,38.30442308,39.88292608,41.68375103,43.44550597,44.2,45.0,45.9,47.2,48.9,50.6,52.6,54.5,56.0,57.8,59.7,58.3,58.3,57.8,57.5,56.2,55.4,54.4,55.1,53.6,53.0,52.4,51.9,51.8,51.2,50.8,49.5,47.9,47.2,48.8,48.6,47.1,44.1,38.8,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,XKX,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Kosovo,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,5.86,5.88,5.9,5.92,5.94,,,,,,,,,,,,6.53,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLI,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Mali,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.03082222,0.0313086,0.0313086,0.0313086,0.0313086,0.045403887,0.0466913,0.0466913,0.0466913,0.0466913,0.046379461,0.0479741,0.0479741,0.0479741,0.0479741,0.053339969,0.055393581,0.057228662,0.056440478,0.058020978,0.066733762,0.071473479,0.075750203,0.082503131,0.0880562,0.088462491,0.08813873,0.100562534,0.10179317,0.110176266,0.122,0.133,0.134,0.142,0.153,0.169,0.205,0.227,0.248,0.301,0.339,0.429,0.461,0.48,0.502,0.561,0.59,0.553,0.543,0.549,0.718,0.636,0.66,0.724,0.857,0.909,1.05,1.08,1.12,1.15,1.3,1.34,1.33,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Spain,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.28316517,4.28502,4.28502,4.28502,4.28502,5.527526068,5.52164,5.52164,5.52164,5.52164,8.418998742,8.39636,8.39636,8.39636,8.39636,13.13742555,14.16196059,15.55332963,16.77722956,18.01071904,19.28108503,20.27138206,21.10910049,22.14763729,23.17178288,24.27863751,25.35655641,26.45440446,28.29073706,30.36801408,32.2,33.8,35.0,35.9,36.8,37.7,38.3,39.2,40.1,40.4,41.7,42.5,42.2,41.8,41.5,44.3,44.4,44.4,44.5,43.4,43.1,42.3,41.6,41.4,41.2,41.5,41.7,41.8,42.0,41.4,40.8,39.9,39.1,38.5,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PLW,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Palau,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,37.5,39.1,40.2,37.4,38.7,38.9,38.1,37.9,38.3,41.2,41.2,40.2,40.5,,,,44.9,45.0,45.0,45.0,45.1,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSF,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Sub-Saharan Africa,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.5115795392518124,0.5175296816439152,0.519053425118405,0.5205018584570725,0.5218597966795803,,0.4984271538725306,0.4993466590546126,0.5002004513140069,0.5010340078101706,0.6241017026532469,0.5062852356759339,0.5072135568606049,0.5080007291360059,0.5084650750010236,0.7070360878320012,0.6951722479656153,0.7264292580059032,0.7871642448330652,0.8182655785590827,0.8488651984178157,0.7044548872769725,0.7337359807940608,0.7655913778842439,0.7786900880162214,0.8056429325534058,0.8521446354917959,0.8748143192443409,0.9071747175508587,0.9452406264006203,0.9896503185869352,1.0080073609441742,1.0030147786902526,1.0232955417113205,1.0563529020985256,1.1056715724292752,1.1581982559298583,1.231684852869596,1.3253168907371071,1.4173825069962258,1.383244760480698,1.4048647990318022,1.4489072877775921,1.4962580315933451,1.5165155262339418,1.4764322364780895,1.5380236499333884,1.5311795679337037,1.4909372399302039,1.557914918604095,1.457530252491597,1.3684720578147955,1.2789518629351602,1.1069922518090671,1.0842061372675729,1.0,1.1,1.0,0.8,0.7,0.7,0.6,0.5,0.5,0.4
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PYF,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,French Polynesia,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.97464968,1.05922,1.05922,1.05922,1.05922,1.925532562,2.03343,2.03343,2.03343,2.03343,3.392964688,3.62007,3.62007,3.62007,3.62007,4.862943654,5.541854859,6.039984699,6.504276562,6.937305677,7.641007146,7.815645501,9.005288456,10.053507,11.17687528,12.6880551,13.94409873,14.83317755,15.69594528,16.51974382,18.7,19.8,20.6,20.9,21.5,21.9,22.7,22.8,22.8,22.1,22.3,21.9,21.5,21.3,20.8,20.6,20.4,20.3,20.3,20.2,20.3,20.2,22.9,22.5,22.1,21.8,21.7,30.9,32.3,33.7,33.7,47.9,49.5,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DMA,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Dominica,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,1.886929385,1.82911,1.82911,1.82911,1.82911,3.057503506,3.540168367,4.061434393,4.332349127,0.549692172,1.658033928,,4.268443808,4.303366589,5.421485765,6.721045868,8.42530963,9.8858886,11.36428206,14.29081815,16.7,17.9,19.8,22.9,24.0,25.6,27.0,27.7,29.0,31.0,33.1,34.0,34.7,32.8,30.5,27.6,25.4,25.3,25.4,24.0,22.5,21.7,23.5,24.6,23.4,29.2,19.1,18.9,4.1,8.2,9.41,11.1,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NRU,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Nauru,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,16.67129758,20.53107035,20.16129032,21.21734518,21.09148431,,15.60265245,15.64129301,15.32175689,14.76923077,14.43522194,14.07294476,13.70019409,13.07913988,12.89490651,12.5,12.2,12.0,13.9,14.8,15.2,15.7,16.2,16.7,17.2,17.7,18.3,17.9,17.9,17.9,17.9,17.9,18.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Guatemala,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.434833318,0.423227,0.423227,0.423227,0.423227,0.512302662,0.499126,0.499126,0.499126,0.499126,0.694471951,0.673646,0.673646,0.673646,0.673646,0.767253159,0.831976661,0.994057023,1.116552385,1.153723625,1.187432266,1.236298587,1.345599697,1.41273059,1.517702098,1.615935584,1.607364094,1.58576063,1.607212001,1.796926491,2.11,2.18,2.25,2.36,2.44,2.78,3.19,3.96,4.64,5.35,5.78,6.32,6.91,7.54,8.84,9.54,10.1,10.4,10.4,9.94,10.3,11.0,11.6,12.1,11.0,10.8,15.1,14.9,14.5,11.5,13.1,13.2,10.7,10.7,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FRO,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Faroe Islands,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,9.392750483,9.26766,9.26766,9.26766,9.26766,13.1101084,12.9319,12.9319,12.9319,12.9319,17.98729696,17.7139,17.7139,17.7139,17.7139,25.91690051,27.76830516,29.14828476,30.28476111,31.24029549,32.00864031,33.56567996,35.13495154,35.64216795,37.75340645,38.77783873,39.79700506,41.82929191,44.32803084,46.43714466,48.1,50.7,51.6,51.5,51.2,50.7,51.7,52.9,53.5,55.0,54.6,50.1,52.1,51.2,49.9,49.3,47.6,46.3,45.0,43.2,41.9,40.8,38.9,44.7,43.3,41.1,38.5,35.9,33.7,30.4,29.2,28.8,27.7,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUN,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Tunisia,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,0.624912554,0.62749,0.62749,0.62749,0.62749,0.740361503,0.725603,0.725603,0.725603,0.725603,0.911359582,0.908407,0.908407,0.908407,0.908407,1.126697283,1.202361282,1.290053833,1.394112369,1.558557094,1.702604803,1.800698393,2.003770374,2.143678072,2.318950164,2.53256648,2.822760732,2.891214993,3.084540082,3.36090953,3.64,3.9,4.32,4.76,5.26,5.7,6.29,6.94,7.88,8.81,9.78,10.7,11.5,11.6,11.8,12.3,12.3,12.2,11.8,12.0,12.0,11.2,9.98,9.17,8.42,8.28,8.45,9.55,11.1,12.2,12.8,13.8,14.8,15.3,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LTE,WB_WDI_IT_MLT_MAIN_P2,_T,_T,_T,10P2PS,_Z,_Z,_Z,_Z,COUNT,2,WB_WDI,P1Y,Fixed telephone subscriptions (per 100 people),0,WB_WDI,PU,A,Annual,Late-demographic dividend,Fixed telephone subscriptions (per 100 people),Total,All age ranges or no breakdown by age,Total,Per 100 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,1.2219922869112652,1.323846128449543,1.4862252208387696,1.616463355682608,1.7429991151650799,1.8535759533877405,1.9992483511807355,2.0610223541988497,2.1800996458736317,2.309539132529439,2.45097519537279,2.5751900008128996,2.703187413670557,2.8730093808197252,3.056758142857474,3.287882240944082,3.5537476481763535,3.8608002147097937,4.348737745018099,5.0656561157576485,5.998427725939746,7.036785704076861,8.217236247956361,9.438538453098753,10.920091055449248,13.121458857349243,15.270981758280529,17.11805460743792,19.452174543277607,22.15251758110643,24.427965633703234,24.69211141619664,24.755358170120616,23.755801591209007,22.45564571279109,21.219741574361205,20.442760790230974,19.832929325304203,19.067635582884236,18.02599900618611,16.921161574312684,15.361824806689606,14.766973599110472,14.336983043057232,13.696918229056005,13.009588377878684,12.757726878917909,12.381978037774871,,
